N° artículo en tienda,EAN / GTIN / código barras,Número del fabricante (HAN/MPN),Fabricante / Marca,Nombre del producto,Precio,Precio especial,Precio original,Plazo de entrega,Categoría del producto en la tienda,Descripción del producto,Características del producto / Otros atributos,URL del producto,URLimagen_1,URLimagen_2,URLimagen_3,Color,Talla,Transferencia,Transferencia / Paypal Austria,Tarjeta de crédito,Paypal,Sofortüberweisung,Domiciliación,Reembolso,Comentario sobre los gastos de envío,Precio base,Cupón de descuento,Clase de eficiencia energética,Unidades
141647.1210,SR283.500G,141647.1210,Sordalab,Carbonato de sodio (10H2O),21.94,,21.94,1 - 14 días,Carbonato,"<p>Fórmula : Na<sub>2</sub>CO<sub>3</sub>, 10H<sub>2</sub>O<br>
  Peso molecular : 286, 14 g/mol<br>
  Número CAS : 6132-02-1<br>
  Número CE : 207-838-8</p>
  
  <p>Especificação :<br>
  Aspecto : cristaux incolore ou blanc<br>
  Pureza mínima : 99%<br>
  Ponto de fusão : 33°C<br>
  Densidade : 1, 440 g/cm3 à 20°C<br>
  Solubilidade em H2O : 210 g/L (20°C)</p>","C, Reagentes",https://abcescolar.pt/es/products/carbonato-sodio-10h2o,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/woocommerce-placeholder_53e64001-493d-40ad-9b75-f492ec3741b2.png?v=1619618668,,,,N/A,,,,,,,,4.5 €,21.94,,,1
DN2638,DN2638,DN2638,Nowa Szkola,Sellos de alfabeto,58.25,,58.25,1 - 14 días,Carimbos,"<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Carimbos alfabeto </span></span><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> Carimbos alfabeto, atrativos e divertidos para os pequenos artistas desenvolverem sua destreza manual, criatividade e vocabulário.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">As crianças desenvolvem capacidades expressivas e criativas, através das experimentações e produções plásticas e regularmente elementos da comunicação visual, na produção e avaliação das suas produções.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">As crianças gostam de explorar e por isso, utilizam materiais diferentes para seus desenhos. Com estas ferramentas desenvolvemos a imaginação e as possibilidades de criação.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Desta forma, é importante que as crianças tenham acesso a uma multiplicidade de materiais e instrumentos, como por exemplos, papéis de diferentes dimensões e texturas; tintas de vários núcleos; diferentes tipos de lápis, barro, plasticina e outros materiais moldáveis; entre outros. </span></span><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> Características:</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Dimensões: 1,5 x 2,4 cm </span></span><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> Em letras guardadas </span></span><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> 26 peças</span></span></p>",Pré-Escolar,https://abcescolar.pt/es/products/carimbos-alfabeto,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Carimbos-alfabeto-pre-escolar-abcescolar-1.jpg?v=1619477784,,,,N/A,,,,,,,,4.5 €,58.25,,,1
DN2629,DN2629,DN2629,Nowa Szkola,Juguetes de sellos,23.45,,23.45,1 - 14 días,Carimbos,"<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Carimbos brinquedos </span></span><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> Carimbos brinquedos, atrativos e divertidos para os pequenos artistas desenvolverem a sua destreza manual e criatividade. Permite à criança explorar e divertir-se com elementos do cotidiano.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">As crianças desenvolvem capacidades expressivas e criativas, através das experimentações e produções plásticas e regularmente elementos da comunicação visual, na produção e avaliação das suas produções.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">As crianças gostam de explorar e por isso, utilizam materiais diferentes para seus desenhos. Com estas ferramentas desenvolvemos a imaginação e as possibilidades de criação.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Desta forma, é importante que as crianças tenham acesso a uma multiplicidade de materiais e instrumentos, como por exemplos, papéis de diferentes dimensões e texturas; tintas de vários núcleos; diferentes tipos de lápis, barro, plasticina e outros materiais moldáveis; entre outros. </span></span><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> Características:</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Dimensões: 5 x 4 cm </span></span><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> 12 peças</span></span></p>",Pré-Escolar,https://abcescolar.pt/es/products/carimbos-brinquedos,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Carimbos-brinquedos-pre-escolar-abcescolar-1.jpg?v=1619477791,,,,N/A,,,,,,,,4.5 €,23.45,,,1
DN2621,DN2621,DN2621,Nowa Szkola,Estampillas de hoja,30.37,,30.37,1 - 14 días,Carimbos,"<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Carimbos folhas </span></span><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> Carimbos, atrativos e divertidos para os pequenos artistas desenvolverem a sua destreza manual, criatividade e conhecimento do mundo natural.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">As crianças desenvolvem capacidades expressivas e criativas, através das experimentações e produções plásticas e regularmente elementos da comunicação visual, na produção e avaliação das suas produções.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">As crianças gostam de explorar e por isso, utilizam materiais diferentes para seus desenhos. Com estas ferramentas desenvolvemos a imaginação e as possibilidades de criação.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Desta forma, é importante que as crianças tenham acesso a uma multiplicidade de materiais e instrumentos, como por exemplos, papéis de diferentes dimensões e texturas; tintas de vários núcleos; diferentes tipos de lápis, barro, plasticina e outros materiais moldáveis; entre outros. </span></span><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> Características:</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Dimensões: 6,5 x 7 cm </span></span><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> 6 peças</span></span></p>",Pré-Escolar,https://abcescolar.pt/es/products/carimbos-folhas,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Carimbos-folhas-pre-escolar-abcescolar-1.jpg?v=1619477802,,,,N/A,,,,,,,,4.5 €,30.37,,,2
DN2627,DN2627,DN2627,Nowa Szkola,Sellos de verduras,30.37,,30.37,1 - 14 días,Carimbos,"<h2>
<span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Carimbos vegetais</span></span><br>
</h2>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Carimbos vegetais, atrativos e divertidos para os pequenos artistas desenvolvem a sua destreza manual, criatividade e imaginação. Permite à criança explorar e divertir-se com elementos do cotidiano. Desempenha um papel fundamental para um desenvolvimento saudável, cheio de imaginação, criatividade e magia.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">As crianças desenvolvem capacidades expressivas e criativas, através das experimentações e produções plásticas e regularmente elementos da comunicação visual, na produção e avaliação das suas produções.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">As crianças gostam de explorar e por isso, utilizam materiais diferentes para seus desenhos. Com estas ferramentas desenvolvemos a imaginação e as possibilidades de criação.</span></span></p>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Desta forma, é importante que as crianças tenham acesso a uma multiplicidade de materiais e instrumentos, como por exemplos, papéis de diferentes dimensões e texturas; tintas de vários núcleos; diferentes tipos de lápis, barro, plasticina e outros materiais moldáveis; entre outros.</span></span><br></p>
<h3><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Características</span></span></h3>
<ul>
<li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Dimensões: 5 x 4 cm</span></span></li>
<li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">12 peças</span></span></li>
</ul>",Pré-Escolar,https://abcescolar.pt/es/products/carimbos-vegetais,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Carimbos-vegetais-pre-escolar-abcescolar-1.jpg?v=1619477830,,,,N/A,,,,,,,,4.5 €,30.37,,,1
DN2625,DN2625,DN2625,Nowa Szkola,Sellos vehículos,30.37,,30.37,1 - 14 días,Carimbos,"<h2>
<span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Carimbos veículos</span></span><br>
</h2>
<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Carimbos veículos, atrativos e divertidos para os pequenos artistas desenvolvem sua destreza manual, criatividade e imaginação. Permite à criança divertir-se, explorar e conhecer os vários veículos - comboio, avião, carro, barco, foguetão, entre outros. </span></span><br><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">As crianças desenvolvem capacidades expressivas e criativas, através das experimentações e produções plásticas e regularmente elementos da comunicação visual, na produção e avaliação das suas produções. </span></span><br><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">As crianças gostam de explorar e por isso, utilizam materiais diferentes para seus desenhos. Com estas ferramentas desenvolvemos a imaginação e as possibilidades de criação. </span></span><br><br><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Desta forma, é importante que as crianças tenham acesso a uma multiplicidade de materiais e instrumentos, como por exemplos, papéis de diferentes dimensões e texturas; tintas de vários núcleos; diferentes tipos de lápis, barro, plasticina e outros materiais moldáveis; entre outros.</span></span><br></p>
<h3>
<span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Características</span></span><br>
</h3>
<ul>
<li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">9 peças; 5x4,3 cm</span></span></li>
<li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">2 peças; 2,5 x 12 cm</span></span></li>
<li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">12 peças</span></span></li>
<li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">5x4 cm</span></span></li>
</ul>",Pré-Escolar,https://abcescolar.pt/es/products/carimbos-veiculos,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Carimbos-veiculos-pre-escolar-abcescolar-1.jpg?v=1619477832,,,,N/A,,,,,,,,4.5 €,30.37,,,1
20176.125M,SA067.125ML,20176.125M,Sordalab,Carmín acético,17.66,,17.66,1 - 14 días,Carmim,"<p>Fórmula: <span data-mce-fragment=""1"">C<sub>16</sub>H<sub>8</sub>N<sub>2</sub>Na<sub>2</sub>O<sub>8</sub>S<sub>2</sub></span></p>
<p>Especificação :<br> Aspecto : liquide rouge<br> Odor : piquante<br> Soluble dans l'eau</p>
<p><a href=""https://cdn.shopify.com/s/files/1/0555/4277/5963/files/20178.30M.pdf?v=1621009006"" title=""Ficha de segurança"" target=""_blank""><img src=""https://cdn.shopify.com/s/files/1/0555/4277/5963/files/ficha-seguranca_240x240.png?v=1621009674"" alt="""" data-mce-selected=""1""></a></p>","C, Reagentes",https://abcescolar.pt/es/products/carmim-acetico,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/woocommerce-placeholder_b126435a-927a-4e39-a610-ffded7671642.png?v=1619618726,,,,N/A,,,,,,,,4.5 €,17.66,,,1
130402,130402,130402,"WeeeMake CO, Ltd",Cargador de batería de 18650 (cable COM/ Micro USB),6.57,,6.57,1 - 14 días,,<p>Carregador de baterias 18650 (c/ cabo microUSB)</p>,"ABC Robótica, KuantoKusta, Pilhas e Baterias, Prototipagem e Robótica",https://abcescolar.pt/es/products/carregador-de-baterias-18650-c-cabo-microusb,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/carregador-de-baterias-18650-c-cabo-microusb.jpg?v=1665666535,,,,N/A,,,,,,,,4.5 €,6.57,,,20
PH0343A,,PH0343A,EISCO - Electronic Instrumentation,Carrito de baja fricción,24.60,,24.60,1 - 14 días,Carrinhos,"<h2>Carrinho de baixo atrito</h2>
<p>Rodas e eixos em alumínio montados em rolamentos de cone.</p>
<p>Corpo em plástico moldado com espaço central para colocação de massas adicionais.</p>
<h3>Dimensões</h3>
<p>13, 5x7x3, 5 cm<br></p>","Física, Mecânica, Plano inclinado e atrito",https://abcescolar.pt/es/products/carrinho-de-baixo-atrito,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/carrinho-de-baixo-atrito2.jpg?v=1646735726,,,,N/A,,,,,,,,4.5 €,24.60,,,2
PTCAR,,PTCAR,EISCO - Electronic Instrumentation,Cartero científico bajo visual científico,22.55,,22.55,1 - 14 días,Carrinhos,<p>Para ser utilizado com a ref. PTiPCR e PTLFiP.</p>,"Física, Mecânica, Visual Scientifics",https://abcescolar.pt/es/products/carrinho-de-baixo-atrito-visual-scientifics,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Carrinho-de-baixo-atrito-Visual-Scientifics-fisica-abc-escolar.jpg?v=1619477836,,,,N/A,,,,,,,,4.5 €,22.55,,,2
206772,,206772,Opitec España S.L.,Teccard Cam Will Cam,3.89,,3.89,1 - 14 días,Carrinho,"Carrinho eólico TechCard
Carrinho eólico TechCard,  permite a construção fácil e rápida de um veículo na sua escola. É de fácil montagem, com a ajuda de tesoura e cola, tem o modelo montado rapidamente.
Ferramentas necessárias:

 	Lápis e régua
 	Tesoura artesanal, cortador
 	Papel e cola universal
 	Fita adesiva

Trabalho a ser feito: marcar, cortar e colar.
Material fornecido:

 	1 Motherboard
 	1 Tira perfurada
 	4 Rodas
 	2 Haste redonda
 	1 Hélice
 	1 Motor
 	Suporte da bateria
 	1 Mini interruptor de corrediça

Características:
Não inclui as 2 baterias de 1, 5 V (AA) necessárias para o seu funcionamento.
Dimensões: 150 x 90 x 160 mm.



Idade recomendada:
10+


Tempo de construção:
2-3 h.


Ferramentas:




 ","1º Ciclo, Conjuntos, STEAM",https://abcescolar.pt/es/products/carrinho-eolico-techcard,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/carrinho-eolico-techcard.jpg?v=1619624687,,,,N/A,,,,,,,,4.5 €,3.89,,,1
KS4013,KS4013,KS4013,"Shenzhen KEYES DIY Robot co., Ltd (Keyestudio)",Micro Secretario Car: Bit Keyestudio,36.66,,36.66,1 - 14 días,,"<h2>Carro secretária Micro:bit Keyestudio</h2>
<p>O carro micro: bit da Keyestudio é compatível com o sistema aberto Micro:bit.</p>
<p>Este carro é composto por servos precisos, uma placa de controle de alta qualidade e uma carroçaria amarela que o torna mais divertido.</p>
<p>É possível controlar o carrro secretária através da sua aplicação ou placa controladora.</p>
<p>Para além disso, este conjunto oferece fichas de atividades que permitem realizar mais de 20 projetos diferentes sendo, por isso, a melhor escolha para criadores e entusiastas de STEM.<br data-mce-fragment=""1""></p>
<h2>Características:</h2>
<ul>
<li>Fácil de construir, a maioria dos componentes pode ser montada com parafusos e porcas;</li>
<li>Equipado com luz RGB, suporte de bateria, sensores, módulos e placa de controle pode acionar até três servos ao mesmo tempo;</li>
<li>Múltiplos funcionalidades: andar, cantar, empurrar coisas, desenhar e tocar música;</li>
<li>Suporta programação gráfica em Makecode e controlo através da app.</li>
</ul>","ABC Robótica, Intermédio, KuantoKusta, Robôs",https://abcescolar.pt/es/products/carro-secretaria-micro-bit-keyestudio,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/carro-secretaria-microbit.jpg?v=1665666546,,,,N/A,,,,,,,,4.5 €,36.66,,,6
00524,00524,00524,"Abrakadabra - Material Didáctico, Lda.",Autos de trabajo,11.25,,11.25,1 - 14 días,,"<p><meta charset=""utf-8""><meta charset=""utf-8""><span data-mce-fragment=""1"">Perfeito para uso individual e em sala de aula. Este veículo pode ser usado tanto no exterior como no interior durante horas de jogo imaginativo.</span></p>","KuantoKusta, Verão",https://abcescolar.pt/es/products/carros-de-trabalho,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/carros-trabalho.jpg?v=1637602418,,,,N/A,,,,,,,,4.5 €,11.25,,,9
STK.IP.VOL01,,STK.IP.VOL01,ABC Escolar,Letras superrtmatik,12.99,,12.99,1 - 14 días,,"<p>As Cartas SuperTmatik, nas suas variantes de Cálculo Mental e Português-Inglês, são um recurso pedagógico excecional, desenhadas para enriquecer a aprendizagem de forma interativa e entusiasmante. A edição de Cálculo Mental visa aprimorar a rapidez e precisão no raciocínio matemático, desafiando jogadores a resolverem operações de forma ágil, enquanto a versão Português-Inglês foca no enriquecimento do vocabulário e na habilidade de tradução entre estas duas línguas, promovendo uma imersão linguística eficaz.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Ambos os jogos são compostos por cartas cuidadosamente elaboradas para facilitar o engajamento e a competição saudável entre os participantes. Adaptáveis a diferentes níveis de aprendizagem, são ideais tanto para o ambiente escolar quanto para momentos de diversão em família, permitindo que crianças e jovens desenvolvam suas competências matemáticas e linguísticas de maneira lúdica e motivadora. As Cartas SuperTmatik representam uma ferramenta educativa de valor inestimável, estimulando a mente e fortalecendo conhecimentos fundamentais de uma forma que é ao mesmo tempo educativa e extremamente divertida.</p>","1º Ciclo, Ciências, jogos didáticos, KuantoKusta, Matemática, Novidades",https://abcescolar.pt/es/products/cartas-supertmatik,https://cdn.shopify.com/s/files/1/0555/4277/5963/files/1507-1.jpg?v=1707499419,,,,N/A,,,,,,,,4.5 €,12.99,,,1
PG1722,PG1722,PG1722,Nowa Szkola,Castanholas con Pega,7.35,,7.35,1 - 14 días,Castanholas,"<p>As Castanholas são um instrumento musical de percussão que se manuseia manualmente e que emite um som seco e oco ideal para criar padrões rítmicos.<br></p>
<p>Este instrumento de brincar essencial no processo de iniciação musical possui uma pega para ajudar a manusear, bem como um lado com um som mais agudo e outro lado com um som mais grave.</p>
<p><span>As Castanholas são ainda um recurso fundamental para o desenvolvimento auditivo e para a aquisição do conhecimento em música.</span></p>
<p><span>Conheça outros instrumentos musicais <a href=""https://abcescolar.pt/collections/instrumentos-musicais-1?page=1"" title=""Instrumentos Musicais"" target=""_blank""><strong>clicando aqui</strong></a>.</span></p>
<h2><strong>Ao ritmo da música</strong></h2>
<p><span><meta charset=""utf-8"">Este instrumento permite que as crianças desenvolvam o conhecimento básico da linguagem e do vocabulário musical, desde os nomes das notas musicais aos sons graves, médios e agudos, não esquecendo a melodia, a harmonia e o ritmo.</span></p>
<p>Pode descobrir mais sobre a importância da música na educação<span> </span><a href=""https://www.abecedariodaeducacao.pt/2019/07/30/a-importancia-da-musicoterapia-no-desenvolvimento-do-ser-humano/"" title=""A Importância da Musicoterapia no Desenvolvimento do Ser Humano"" target=""_blank""><strong>clicando aqui</strong></a>.</p>
<h2><strong>Alguns benefícios da música:</strong></h2>
<ul>
<li>Proporciona alegria e bem-estar<br>
</li>
<li>Reduz o stress e a ansiedade</li>
<li>Aperfeiçoa a comunicação</li>
<li>Desenvolve a memória</li>
</ul>
<h2><strong>Competências adquiridas:</strong></h2>
<p>&gt; Motricidade<br>&gt; Criatividade<br>&gt; Atenção <br>&gt;<span> Concentração</span><em><br data-mce-fragment=""1""><span data-mce-fragment=""1"">&gt;</span></em> Imaginação</p>
<h2>
<strong>Características:</strong><br>
</h2>
<ul></ul>
<ul></ul>
<ul>
<li>Dimensões: <span data-mce-fragment=""1"">21.3 x 5.5 x 2.7 cm</span>
</li>
<li>Peso: 0,07 Kg<br>
</li>
<li>2 lados<br>
</li>
<li>1 pega para auxiliar a performance<br>
</li>
</ul>","1º Ciclo, Educação musical, Instrumentos musicais, Música/Artes, Pré-Escolar",https://abcescolar.pt/es/products/castanholas-com-pega,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/castanholas-com-pegas.jpg?v=1625675010,,,,N/A,,,,,,,,4.5 €,7.35,,,5
VO4155,VO4155,VO4155,Nowa Szkola,Castanholas de madera,9.25,,9.25,1 - 14 días,Castanholas,"<meta charset=""utf-8"">
<p>As Castanholas são um instrumento musical de percussão fabricado em madeira que se manuseia manualmente e que emite um som seco e oco ideal para criar padrões rítmicos.<br></p>
<p>Este instrumento de brincar essencial no processo de iniciação musical possui um lado com um som mais agudo e outro lado com um som mais grave.</p>
<p><span>As Castanholas são ainda um recurso fundamental para o desenvolvimento auditivo e para a aquisição do conhecimento em música.</span></p>
<p><span>Conheça outros instrumentos musicais <a title=""Instrumentos Musicais"" href=""https://abcescolar.pt/collections/instrumentos-musicais-1?page=1"" target=""_blank""><strong>clicando aqui</strong></a>.</span></p>
<h2><strong>Ao ritmo da música</strong></h2>
<p><span><meta charset=""utf-8"">Este instrumento permite que as crianças desenvolvam o conhecimento básico da linguagem e do vocabulário musical, desde os nomes das notas musicais aos sons graves, médios e agudos, não esquecendo a melodia, a harmonia e o ritmo.</span></p>
<p>Pode descobrir mais sobre a importância da música na educação<span> </span><a title=""A Importância da Musicoterapia no Desenvolvimento do Ser Humano"" href=""https://www.abecedariodaeducacao.pt/2019/07/30/a-importancia-da-musicoterapia-no-desenvolvimento-do-ser-humano/"" target=""_blank""><strong>clicando aqui</strong></a>.</p>
<h2><strong>Alguns benefícios da música:</strong></h2>
<ul>
<li>Proporciona alegria e bem-estar<br>
</li>
<li>Reduz o stress e a ansiedade</li>
<li>Aperfeiçoa a comunicação</li>
<li>Desenvolve a memória</li>
</ul>
<h2><strong>Competências adquiridas:</strong></h2>
<p>&gt; Motricidade<br>&gt; Criatividade<br>&gt; Atenção <br>&gt;<span> Concentração</span><em><br data-mce-fragment=""1""><span data-mce-fragment=""1"">&gt;</span></em> Imaginação</p>
<h2>
<strong>Características:</strong><br>
</h2>
<ul></ul>
<ul></ul>
<ul>
<li>Dimensões:<span> </span><span data-mce-fragment=""1"">5.8 x 5.8 x 1.6 cm</span>
</li>
<li>Peso: 0,07 Kg<br>
</li>
<li>2 peças</li>
</ul>","1º Ciclo, Educação musical, Instrumentos musicais, Música/Artes, Pré-Escolar",https://abcescolar.pt/es/products/castanholas-em-madeira,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/castanholas-madeira.jpg?v=1625681801,,,,N/A,,,,,,,,4.5 €,9.25,,,1
NT9303,NT9303,NT9303,Nowa Szkola,Castanholes de plástico,3.18,,3.18,1 - 14 días,Castanholas,"<p>As Castanholas são um instrumento musical de percussão fabricado em plástico que se manuseia manualmente e que emite um som seco e oco ideal para criar padrões rítmicos.<br></p>
<p>Este instrumento de brincar essencial no processo de iniciação musical possui um lado com um som mais agudo e outro lado com um som mais grave.</p>
<p><span>As Castanholas são ainda um recurso fundamental para o desenvolvimento auditivo e para a aquisição do conhecimento em música.</span></p>
<p><span>Conheça outros instrumentos musicais <a title=""Instrumentos Musicais"" href=""https://abcescolar.pt/collections/instrumentos-musicais-1?page=1"" target=""_blank""><strong>clicando aqui</strong></a>.</span></p>
<h2><strong>Ao ritmo da música</strong></h2>
<p><span><meta charset=""utf-8"">Este instrumento permite que as crianças desenvolvam o conhecimento básico da linguagem e do vocabulário musical, desde os nomes das notas musicais aos sons graves, médios e agudos, não esquecendo a melodia, a harmonia e o ritmo.</span></p>
<p>Pode descobrir mais sobre a importância da música na educação<span> </span><a title=""A Importância da Musicoterapia no Desenvolvimento do Ser Humano"" href=""https://www.abecedariodaeducacao.pt/2019/07/30/a-importancia-da-musicoterapia-no-desenvolvimento-do-ser-humano/"" target=""_blank""><strong>clicando aqui</strong></a>.</p>
<h2><strong>Alguns benefícios da música:</strong></h2>
<ul>
<li>Proporciona alegria e bem-estar<br>
</li>
<li>Reduz o stress e a ansiedade</li>
<li>Aperfeiçoa a comunicação</li>
<li>Desenvolve a memória</li>
</ul>
<h2><strong>Competências adquiridas:</strong></h2>
<p>&gt; Motricidade<br>&gt; Criatividade<br>&gt; Atenção <br>&gt;<span> Concentração</span><em><br data-mce-fragment=""1""><span data-mce-fragment=""1"">&gt;</span></em> Imaginação</p>
<h2>
<strong>Características:</strong><br>
</h2>
<ul></ul>
<ul></ul>
<ul>
<li>Dimensões: <span data-mce-fragment=""1"">5.8 x 5.8 x 1.6 cm</span>
</li>
<li>Peso: 0,07 Kg<br>
</li>
<li>2 peças</li>
</ul>","1º Ciclo, Educação musical, Instrumentos musicais, Música/Artes, Pré-Escolar",https://abcescolar.pt/es/products/castanholas-em-plastico,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/castanholas-plastico.jpg?v=1625736780,,,,N/A,,,,,,,,4.5 €,3.18,,,4
NS0754NI,NS0754NI,NS0754NI,Nowa Szkola,Pick Stackable,73.75,,73.75,1 - 14 días,Catre,"<h1><span style=""color: #ff2a00;""> </span></h1>
<h1>Catre empilhável para creche</h1>
<p> </p>
<p>Desenhados para ocupar metade da altura dos catres convencionais quando empilhados. Fabricado em tecido PVC ignífugo, não tóxico na forma de uma rede densa e resistente. Permite a circulação de ar.</p>
<p>Esta caminha de criança tem uma superfície muito fácil de limpar. Pode comprar também outros elementos para associar a este produto como: <a href=""https://abcescolar.pt/products/lencol-para-catre-kiddy"" title=""Lençol para Catre"" target=""_blank"">lençol</a>, <a href=""https://abcescolar.pt/collections/descanso/products/roupa-de-cama-para-catre-kiddy-varias-cores"" title=""Roupa de cama"" target=""_blank"">roupa de cama</a>, <a href=""https://abcescolar.pt/collections/descanso/products/almofada-para-catre-kiddy"" title=""Almofada para catre"" target=""_blank"">almofada</a> e <a href=""https://abcescolar.pt/collections/descanso/products/cobertura-para-catres-kiddy"" title=""Cobertura para catre"" target=""_blank"">cobertura</a> para que os catres fiquem resguardados durante a noite.</p>
<p><strong>Características </strong></p>
<p>Dimensões: 133 x 57 x 15 cm</p>
<p>Fabricado em PVC ignífugo</p>
<p><span style=""text-decoration: underline;""><strong>Fornecido desmontado.</strong></span></p>","__label:Top Vendas!, Descanso, Pré-Escolar, Recomendado",https://abcescolar.pt/es/products/catre-empilhavel-1,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/catre_0de2bf1d-1ad3-42e2-acbb-53d6b30d099d.jpg?v=1656946323,,,,N/A,,,,,,,,4.5 €,73.75,,,14
PH0924,,PH0924,EISCO - Electronic Instrumentation,Célula electrolítica,21.22,,21.22,1 - 14 días,Células,"<h2>Célula eletrolítica</h2>
<p>Recipiente em vidro.</p>
<p>Com elétrodos em zinco e cobre.<br></p>
<h3>Dimensões</h3>
<ul>
<li>15x10 cm</li>
</ul>","Electricidade, Electroquímica, Física",https://abcescolar.pt/es/products/celula-electrolitica,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Celula-electrolitica-fisica-abc-escolar.jpg?v=1619477887,,,,N/A,,,,,,,,4.5 €,21.22,,,3
PH1320,,PH1320,EISCO - Electronic Instrumentation,"Célula solar, en la base",37.12,,37.12,1 - 14 días,Células,"<h1>Célula solar, sobre base</h1>
<p><meta charset=""utf-8""><span>Capture a energia do sol com a célula solar para transferir eletricidade com esta pequena unidade de célula solar.<span> </span></span><span>Ferramenta de experiência divertida e educacional para conversão de energia e demonstrações de circuitos elétricos</span></p>
<p><span>A unidade mede aproximadamente 4 ""de largura x 3"" de comprimento x 1,5 ""de altura. O painel solar mede 3"" de largura por 1,25 ""de comprimento.</span></p>
<p><span>Esta célula solar não funciona em ambientes internos.<span> </span>Deve ser usado com luz solar natural para que as unidades funcionem.</span></p>","Electricidade, Energia Solar, Fios de ligação e acessórios, Física",https://abcescolar.pt/es/products/celula-solar-sobre-base,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/Celula-solar-sobre-base2-fisica-abc-escolar.jpg?v=1619477891,,,,N/A,,,,,,,,4.5 €,37.12,,,2
